session_id,target
1,0.008203386778477569
2,0.008203386778477569
3,0.008203386778477569
4,0.008203386778477569
5,0.008203386778477569
6,0.008203386778477569
7,0.008203386778477569
8,0.008203386778477569
9,0.008203386778477569
10,0.012126820540508525
11,0.008203386778477569
12,0.008203386778477569
13,0.008203386778477569
14,0.0906595028333607
15,0.008203386778477569
16,0.008203386778477569
17,0.008203386778477569
18,0.008203386778477569
19,0.008203386778477569
20,0.008203386778477569
21,0.008203386778477569
22,0.008203386778477569
23,0.008203386778477569
24,0.008203386778477569
25,0.04226064871298973
26,0.008203386778477569
27,0.008203386778477569
28,0.008203386778477569
29,0.008203386778477569
30,0.008203386778477569
31,0.008203386778477569
32,0.012126820540508525
33,0.008203386778477569
34,0.008203386778477569
35,0.008203386778477569
36,0.008203386778477569
37,0.008203386778477569
38,0.008203386778477569
39,0.008203386778477569
40,0.008203386778477569
41,0.008203386778477569
42,0.008203386778477569
43,0.008203386778477569
44,0.008203386778477569
45,0.008203386778477569
46,0.008203386778477569
47,0.008203386778477569
48,0.008203386778477569
49,0.008203386778477569
50,0.008203386778477569
51,0.008203386778477569
52,0.008203386778477569
53,0.008203386778477569
54,0.008203386778477569
55,0.008203386778477569
56,0.012126820540508525
57,0.008203386778477569
58,0.008203386778477569
59,0.008203386778477569
60,0.008203386778477569
61,0.008203386778477569
62,0.008203386778477569
63,0.008203386778477569
64,0.008203386778477569
65,0.008203386778477569
66,0.008203386778477569
67,0.008203386778477569
68,0.008203386778477569
69,0.036934176743205246
70,0.008203386778477569
71,0.008203386778477569
72,0.008203386778477569
73,0.01600195301955275
74,0.008203386778477569
75,0.008203386778477569
76,0.008203386778477569
77,0.008203386778477569
78,0.008203386778477569
79,0.008203386778477569
80,0.008203386778477569
81,0.008203386778477569
82,0.008203386778477569
83,0.008203386778477569
84,0.04597172147900608
85,0.008203386778477569
86,0.008203386778477569
87,0.008203386778477569
88,0.008203386778477569
89,0.008203386778477569
90,0.04045817024650148
91,0.008203386778477569
92,0.008203386778477569
93,0.008203386778477569
94,0.008203386778477569
95,0.012126820540508525
96,0.008203386778477569
97,0.008203386778477569
98,0.008203386778477569
99,0.008203386778477569
100,0.008203386778477569
101,0.008203386778477569
102,0.012126820540508525
103,0.008203386778477569
104,0.017874676530546328
105,0.008203386778477569
106,0.008203386778477569
107,0.008203386778477569
108,0.008203386778477569
109,0.008203386778477569
110,0.008203386778477569
111,0.008203386778477569
112,0.008203386778477569
113,0.012126820540508525
114,0.008203386778477569
115,0.008203386778477569
116,0.008203386778477569
117,0.008203386778477569
118,0.008203386778477569
119,0.008203386778477569
120,0.008203386778477569
121,0.008203386778477569
122,0.008203386778477569
123,0.008203386778477569
124,0.008203386778477569
125,0.008203386778477569
126,0.008203386778477569
127,0.008203386778477569
128,0.008203386778477569
129,0.008203386778477569
130,0.008203386778477569
131,0.008203386778477569
132,0.008203386778477569
133,0.008203386778477569
134,0.008203386778477569
135,0.008203386778477569
136,0.008203386778477569
137,0.008203386778477569
138,0.008203386778477569
139,0.008203386778477569
140,0.008203386778477569
141,0.008203386778477569
142,0.008203386778477569
143,0.008203386778477569
144,0.008203386778477569
145,0.008203386778477569
146,0.008203386778477569
147,0.008203386778477569
148,0.008203386778477569
149,0.008203386778477569
150,0.015430895417925536
151,0.008203386778477569
152,0.008203386778477569
153,0.008203386778477569
154,0.008203386778477569
155,0.008203386778477569
156,0.008203386778477569
157,0.008203386778477569
158,0.008203386778477569
159,0.008203386778477569
160,0.008203386778477569
161,0.008203386778477569
162,0.008203386778477569
163,0.008203386778477569
164,0.008203386778477569
165,0.008203386778477569
166,0.008203386778477569
167,0.008203386778477569
168,0.008203386778477569
169,0.008203386778477569
170,0.008203386778477569
