session_id,target
1,0.08690460589640278
2,0.003073654797612505
3,0.0034980809139177624
4,0.09913936759862757
5,0.0745268790491714
6,0.1118348812479462
7,0.045477094679934785
8,0.0006828318902060045
9,0.10653154508890995
10,0.09850638601207484
11,0.09133344866832165
12,0.060608840752717524
13,0.020048539840738924
14,0.00499360549643918
15,0.022958294388488485
16,0.09434746007999414
17,1.4825188000009668e-16
18,0.08737724264799389
19,0.002681312851818065
20,0.0011593657347044434
21,0.05498252347039194
22,4.7589490963649946e-29
23,7.480038157207706e-05
24,0.06762250251597633
25,0.11583723090258376
26,0.06077939324755548
27,0.07415854512726845
28,0.0064844565533229235
29,0.02790102709006628
30,0.031013279179713804
31,1.42471789688149e-15
32,0.06066894099988138
33,0.058457373263323474
34,1.0307054096090856e-34
35,0.10703729195267184
36,1.3054496376819172e-29
37,3.900653985170724e-06
38,7.215416313700427e-05
39,0.008436901524979825
40,0.08343998642429193
41,0.0011633416346061628
42,0.018818943919214286
43,0.09136188748339497
44,1.0734437039427845e-06
45,4.653387918522208e-06
46,0.013644241298776208
47,0.08789623445481465
48,0.04160142314223269
49,0.018344766615815897
50,0.021060078548817127
51,0.07726170510184388
52,0.08736292218252964
53,0.11015954669253518
54,1.5275130986895527e-13
55,0.001384110963161446
56,0.06251448313854104
57,0.07170026829945393
58,0.0005758278573606899
59,0.045408182641371024
60,1.1517781565003287e-10
61,0.00844351031326188
62,0.014857560393715287
63,0.0515944942496727
64,0.039824550156716584
65,0.026087935906372005
66,0.009199017765315395
67,0.0689214466739072
68,0.053341364650033044
69,0.11568950688105845
70,0.11117147926593739
71,3.0198351913771566e-07
72,0.05144988452713835
73,0.03136623079734075
74,0.0006856180933177119
75,0.011872468112689783
76,0.014155236009790349
77,1.6899575246913843e-05
78,0.055426068035609906
79,0.1195364213069789
80,0.0391774129887429
81,0.03832543539479442
82,0.17958684152269874
83,0.0018913295584673858
84,0.034995472537655704
85,0.001722934288455088
86,0.002461118605039345
87,0.0006525194482530135
88,0.011929055821861288
89,5.455088269047596e-10
90,0.1058669022810347
91,0.09878242798439302
92,0.09396652782135008
93,0.0070370937894114255
94,0.10230543246545935
95,0.017414363973034936
96,0.0024610995397408193
97,0.0688708062564683
98,3.325449404289102e-13
99,0.00014002484103372025
100,0.038163267493261474
101,0.10238121391570017
102,0.02681581328530254
103,0.10640769860847744
104,0.09751266096459162
105,1.7186288506977673e-30
106,0.10641063939152844
107,0.030501834356015625
108,2.3757800128731266e-11
109,0.022753689359938007
110,5.331699089450104e-20
111,8.576050254861778e-05
112,6.898484342167178e-05
113,0.003983975752223729
114,0.08382643578119603
115,0.029655750498804662
116,2.8154073383301215e-26
117,0.09404170876065752
118,4.3038349033549626e-15
119,0.06867304083492437
120,0.01849137915944575
121,0.11036656389771626
122,0.0001672615750828238
123,0.07774790981466122
124,7.940656799648461e-07
125,0.07169175711325043
126,0.001651412400734832
127,0.035072783198596885
128,0.050274602521779205
129,0.07713281614109693
